000001	696648371536	5000	8
000002	696673371216	4886	8
000003	696698370976	4663	8
000004	696723370736	4344	8
000005	696748370496	4148	8
000006	696773370256	3960	8
000007	696798370016	3693	8
000008	696823369776	3527	8
000009	696848369536	3292	8
000010	696873369296	3146	8
000011	696898369056	2939	8
000012	696923368736	2811	8
000013	696948368496	2629	8
000014	696973368256	2516	8
000015	696998368016	2357	8
000016	697023367776	2258	8
000017	697048367536	2118	8
000018	697073367296	2032	8
000019	697098367056	1909	8
000020	697123366816	1834	8
000021	697148366576	1762	8
000022	697173366336	1660	8
000023	697198366096	1598	8
000024	697223365776	1509	8
000025	697248365616	1454	8
000026	697273365296	1376	8
000027	697298365056	1328	8
000028	697323364816	1260	8
000029	697348364576	1218	8
000030	697373364336	1158	8
000031	697398364096	1122	8
000032	697423363856	1069	8
000033	697448363616	1037	8
000034	697473363376	991	8
000035	697498363136	963	8
000036	697523362896	923	8
000037	697548362656	898	8
000038	697573362416	863	8
000039	697598362176	842	8
000040	697623362016	811	8
000041	697648361776	792	8
000042	697673361536	765	8
000043	697698361296	748	8
000044	697723361056	732	8
000045	697748360816	710	8
000046	697773360576	696	8
000047	697798360336	677	8
000048	697823360096	665	8
000049	697848359776	648	8
000050	697873359536	637	8
000051	697898359296	623	8
000052	697923359136	614	8
000053	697948358896	601	8
000054	697973358656	593	8
000055	697998358416	583	8
000056	698023358176	576	8
000057	698048357936	567	8
000058	698073357696	561	8
000059	698098357456	554	8
000060	698123357216	549	8
000061	698148356976	543	8
000062	698173356816	539	8
000063	698198356576	533	8
000064	698223356336	530	8
000065	698248356096	525	8
000066	698273355936	522	8
000067	698298355696	518	8
000068	698323355456	515	8
000069	698348355216	512	8
000070	698373354976	510	8
000071	698398354736	508	8
000072	698423354496	505	8
000073	698448354256	504	8
000074	698473354016	501	8
000075	698498353776	500	8
000076	698523353536	498	8
000077	698548353296	497	8
000078	698573353056	495	8
000079	698598352896	494	8
000080	698623352656	492	8
000081	698648352416	492	8
000082	698673352256	490	8
000083	698698352016	490	8
000084	698723351776	490	8
000085	698748351536	490	8
000086	698773351296	490	8
000087	698798351056	490	8
000088	698823350816	490	8
000089	698848350576	490	8
000090	698873350416	490	8
000091	698898350176	490	8
000092	698923349936	490	8
000093	698948349696	490	8
000094	698973349456	490	8
000095	698998349296	490	8
000096	699023349056	490	8
000097	699048348816	490	8
000098	699073348576	490	8
000099	699098348336	490	8
000100	699123348096	490	8
000101	699148347856	490	8
000102	699173347616	490	8
000103	699198347376	490	8
000104	699223347136	490	8
000105	699248346896	490	8
000106	699273346736	490	8
000107	699298346496	490	8
000108	699323346256	490	8
000109	699348346096	490	8
000110	699373345856	490	8
000111	699398345616	490	8
000112	699423345376	490	8
000113	699448345136	490	8
000114	699473344896	490	8
000115	699498344656	490	8
000116	699523344416	490	8
000117	699548344256	490	8
000118	699573344016	490	8
000119	699598343776	490	8
000120	699623343616	490	8
000121	699648343376	490	8
000122	699673343136	490	8
000123	699698342976	490	8
000124	699723342736	490	8
000125	699748342496	490	8
000126	699773342336	490	8
000127	699798342096	490	8
000128	699823341856	490	8
000129	699848341536	490	8
000130	699873341296	490	8
000131	699898341056	490	8
000132	699923340816	490	8
000133	699948340576	490	8
000134	699973340336	490	8
000135	699998340096	490	8
000136	700023339856	490	8
000137	700048339536	490	8
000138	700073339296	490	8
000139	700098339056	490	8
000140	700123338816	490	8
000141	700148338576	490	8
000142	700173338336	490	8
000143	700198338176	490	8
000144	700223337936	490	8
000145	700248337696	490	8
000146	700273337456	490	8
000147	700298337216	490	8
000148	700323337056	490	8
000149	700348336816	490	8
000150	700373336576	490	8
000151	700398336416	490	8
000152	700423336176	490	8
000153	700448335936	490	8
000154	700473335696	490	8
000155	700498335456	490	8
000156	700523335216	490	8
000157	700548334976	490	8
000158	700573334736	490	8
000159	700598334496	490	8
000160	700623334256	490	8
000161	700648334016	490	8
000162	700673333696	490	8
000163	700698333456	490	8
000164	700723333216	490	8
000165	700748332976	490	8
000166	700773332656	490	8
000167	700798332416	490	8
000168	700823332176	490	8
000169	700848331936	490	8
000170	700873331696	490	8
000171	700898331376	490	8
000172	700923331136	490	8
000173	700948330896	490	8
000174	700973330656	490	8
000175	700998330416	490	8
000176	701023330096	490	8
000177	701048329856	490	8
000178	701073329616	490	8
000179	701098329376	490	8
000180	701123329136	490	8
000181	701148328896	490	8
000182	701173328656	490	8
000183	701198328336	490	8
000184	701223328096	490	8
000185	701248327856	490	8
000186	701273327616	490	8
000187	701298327376	490	8
000188	701323327136	490	8
000189	701348326976	490	8
000190	701373326736	490	8
000191	701398326496	490	8
000192	701423326256	490	8
000193	701448326096	490	8
000194	701473325856	490	8
000195	701498325616	490	8
000196	701523325376	490	8
000197	701548325136	490	8
000198	701573324976	490	8
000199	701598324736	490	8
000200	701623324496	490	8
000201	701648324256	490	8
000202	701673324016	490	8
000203	701698323776	490	8
000204	701723323456	490	8
000205	701748323216	490	8
000206	701773322976	490	8
000207	701798322736	490	8
000208	701823322416	490	8
000209	701848322176	490	8
000210	701873321936	490	8
000211	701898321696	490	8
000212	701923321376	490	8
000213	701948321136	490	8
000214	701973320896	490	8
000215	701998320576	490	8
000216	702023320336	490	8
000217	702048320016	490	8
000218	702073319776	490	8
000219	702098319456	490	8
000220	702123319216	490	8
000221	702148318896	490	8
000222	702173318656	490	8
000223	702198318416	490	8
000224	702223318176	490	8
000225	702248317936	490	8
000226	702273317696	490	8
000227	702298317456	490	8
000228	702323317216	490	8
000229	702348316976	490	8
000230	702373316736	490	8
